change_id,week,change_type,component_area,synthetic_component_id,branch_type,validation_level,environment_profile,files_changed,lines_added,lines_deleted,modules_touched,author_experience_months,prior_failures_90d,historical_failure_rate,pipeline_duration_min,coverage_delta_pct,tests_impacted_count,critical_files_touched,documentation_refs_count,open_defects_linked,release_pressure_score,reviewer_count,validation_gap_count,readiness_score,recommended_validation_scope,failure_category,high_risk_change
CHG-02233,19,dependency,functional_area_b,CMP-078,hotfix,readiness_review,profile_standard,6,152,128,1,58.0,2,0.173,30.1,,28,1,0.0,3,100.0,4,1,17.5,readiness_review,execution_context_issue,1
CHG-02234,3,feature,functional_area_e,CMP-037,development,integrated_checks,profile_standard,6,142,88,2,31.8,3,0.357,38.7,1.81,23,0,0.0,1,49.6,5,0,71.4,expanded_validation,none,0
CHG-02235,12,feature,functional_area_d,CMP-002,release_candidate,integrated_checks,profile_standard,10,92,140,2,,1,0.076,33.7,3.32,45,0,,0,45.4,3,0,77.3,expanded_validation,none,0
CHG-02236,16,configuration,functional_area_a,CMP-004,development,basic_checks,profile_extended,9,125,103,2,41.5,0,0.359,39.5,-2.02,51,1,0.0,0,48.2,3,1,62.3,expanded_validation,validation_issue,0
CHG-02237,5,bugfix,functional_area_g,CMP-003,hotfix,readiness_review,profile_dependency,11,228,104,2,59.1,2,0.088,16.6,-2.26,18,0,5.0,1,54.4,4,1,40.6,readiness_review,quality_regression,1
CHG-02238,6,bugfix,functional_area_d,CMP-007,development,broad_regression_checks,profile_extended,13,123,130,3,58.2,0,0.147,23.5,-2.66,53,0,1.0,0,65.1,3,0,61.1,broad_validation,none,0
CHG-02239,10,feature,functional_area_c,CMP-091,development,integrated_checks,profile_standard,5,3578,2548,1,25.7,1,0.213,41.4,1.42,23,0,1.0,2,63.9,1,1,74.6,expanded_validation,none,0
CHG-02240,18,configuration,functional_area_b,CMP-013,development,component_checks,profile_dependency,11,123,128,2,69.0,1,0.072,38.5,-3.25,46,0,2.0,2,64.2,1,3,49.4,broad_validation,quality_regression,1
CHG-02241,5,bugfix,functional_area_c,CMP-003,development,integrated_checks,profile_dependency,15,250,130,2,73.7,2,0.268,24.9,-0.55,46,0,,0,85.3,1,1,48.5,broad_validation,compatibility_issue,1
CHG-02242,14,feature,functional_area_b,CMP-084,hotfix,broad_regression_checks,profile_standard,9,214,147,1,28.1,1,0.033,17.0,-3.53,31,0,3.0,2,70.1,2,0,42.6,readiness_review,none,0
CHG-02243,10,feature,functional_area_b,CMP-021,hotfix,broad_regression_checks,profile_standard,6,65,87,2,71.4,4,0.438,12.0,1.09,4,0,0.0,3,59.6,4,0,54.1,broad_validation,quality_regression,1
CHG-02244,3,bugfix,functional_area_d,CMP-002,development,readiness_review,profile_distributed,14,75,45,2,27.8,1,0.194,47.4,,78,0,3.0,0,51.2,3,2,63.5,expanded_validation,none,0
CHG-02245,15,test,functional_area_c,CMP-068,hotfix,integrated_checks,profile_dependency,14,185,73,2,48.1,0,0.119,83.0,-0.08,84,0,0.0,2,54.4,2,3,52.4,broad_validation,validation_issue,1
CHG-02246,17,bugfix,functional_area_g,CMP-003,development,component_checks,profile_distributed,7,37,40,2,77.5,0,0.142,19.7,,38,0,0.0,1,40.9,1,1,71.7,expanded_validation,validation_issue,0
CHG-02247,12,refactor,functional_area_h,CMP-008,development,integrated_checks,profile_extended,11,170,161,2,63.2,1,0.07,43.8,-1.89,82,0,1.0,0,52.1,2,1,72.0,expanded_validation,none,0
CHG-02248,4,refactor,functional_area_b,CMP-006,development,broad_regression_checks,profile_extended,9,90,135,1,20.1,1,0.122,25.9,-1.34,32,0,1.0,0,59.8,4,0,90.9,focused_validation,,0
CHG-02249,4,bugfix,functional_area_a,CMP-076,development,component_checks,profile_dependency,129,1914,188,17,41.0,1,0.206,75.1,-4.34,399,0,1.0,1,38.6,1,1,18.8,readiness_review,quality_regression,1
CHG-02250,9,test,functional_area_f,CMP-002,development,component_checks,profile_standard,6,222,18,1,45.1,1,0.293,36.5,-2.25,42,0,1.0,1,30.9,5,1,80.3,focused_validation,none,0
CHG-02251,11,refactor,functional_area_h,CMP-003,development,broad_regression_checks,profile_standard,9,69,102,1,37.1,1,0.189,23.4,-3.21,60,0,1.0,0,63.3,3,1,76.0,expanded_validation,none,0
CHG-02252,12,configuration,functional_area_g,CMP-016,development,component_checks,profile_distributed,9,144,18,2,21.4,1,0.235,33.9,1.17,64,0,5.0,0,37.9,2,0,85.8,focused_validation,none,0
CHG-02253,5,feature,functional_area_a,CMP-061,release_candidate,broad_regression_checks,profile_standard,13,273,170,2,20.5,1,0.055,60.7,0.69,40,0,1.0,0,66.3,4,0,68.6,expanded_validation,none,0
CHG-02254,11,feature,functional_area_b,CMP-001,release_candidate,basic_checks,profile_standard,6,152,50,1,28.8,1,0.292,41.3,-1.46,17,0,3.0,1,82.2,2,3,40.3,readiness_review,execution_context_issue,1
CHG-02255,6,dependency,functional_area_a,CMP-002,release_candidate,component_checks,profile_standard,8,270,123,1,12.1,0,0.123,37.7,1.51,32,0,1.0,0,76.9,3,2,55.7,broad_validation,none,0
CHG-02256,14,test,functional_area_g,CMP-088,development,component_checks,profile_standard,13,212,135,2,44.4,2,0.371,31.2,3.51,35,0,3.0,1,61.4,2,0,59.4,broad_validation,execution_context_issue,0
CHG-02257,16,dependency,functional_area_d,CMP-032,release_candidate,integrated_checks,profile_standard,7,241,140,1,7.6,0,0.136,32.9,-1.81,49,0,0.0,0,81.3,4,1,62.6,expanded_validation,none,0
CHG-02258,14,dependency,functional_area_d,CMP-003,development,broad_regression_checks,profile_extended,12,94,56,2,85.1,1,0.336,383.2,0.49,32,0,2.0,0,55.7,1,0,68.6,expanded_validation,none,0
CHG-02259,1,feature,functional_area_d,CMP-003,release_candidate,component_checks,profile_standard,4,88,210,1,31.1,1,0.204,54.2,0.27,33,0,1.0,0,46.2,4,2,59.1,broad_validation,none,0
CHG-02260,20,test,functional_area_b,CMP-006,development,integrated_checks,profile_extended,9,219,152,1,20.5,1,0.067,29.3,-1.5,57,0,0.0,1,91.3,2,0,64.7,expanded_validation,none,0
CHG-02261,1,bugfix,functional_area_e,CMP-018,development,basic_checks,profile_standard,7,116,62,1,14.1,0,0.229,18.6,-3.23,15,0,2.0,0,59.0,1,1,70.5,expanded_validation,none,0
CHG-02262,20,test,functional_area_a,CMP-010,development,integrated_checks,profile_dependency,11,329,204,2,60.5,0,0.1,50.0,5.52,30,0,1.0,0,59.5,1,2,79.7,focused_validation,none,0
CHG-02263,1,feature,functional_area_e,CMP-032,release_candidate,readiness_review,profile_extended,5,66,53,2,41.3,1,0.173,28.9,0.93,40,0,2.0,1,66.7,2,0,67.9,expanded_validation,none,0
CHG-02264,11,bugfix,functional_area_f,CMP-001,hotfix,broad_regression_checks,profile_dependency,8,98,128,1,37.0,2,0.165,32.0,-0.23,17,0,1.0,1,42.7,1,2,56.9,broad_validation,none,0
CHG-02265,3,refactor,functional_area_e,CMP-041,development,component_checks,profile_standard,11,199,122,2,41.5,3,0.114,47.4,,41,0,1.0,0,38.0,1,1,65.2,expanded_validation,none,0
CHG-02266,2,test,functional_area_b,CMP-001,hotfix,integrated_checks,profile_standard,8,70,138,2,42.0,2,0.313,32.0,5.7,44,1,1.0,2,96.2,2,1,46.2,broad_validation,execution_context_issue,1
CHG-02267,14,configuration,functional_area_g,CMP-059,hotfix,component_checks,profile_distributed,6,156,37,1,44.6,1,0.134,42.5,-0.43,4,0,2.0,0,39.1,3,0,80.0,focused_validation,none,0
CHG-02268,15,bugfix,functional_area_f,CMP-001,development,basic_checks,profile_distributed,9,114,168,1,39.7,0,0.159,54.8,-0.03,50,0,,1,50.1,3,1,85.5,focused_validation,none,0
CHG-02269,3,bugfix,functional_area_a,CMP-001,release_candidate,basic_checks,profile_standard,12,341,144,2,48.8,0,0.065,53.9,-0.23,41,0,3.0,0,68.3,2,2,69.4,expanded_validation,none,0
CHG-02270,20,dependency,functional_area_b,CMP-001,development,basic_checks,profile_extended,10,190,229,2,42.8,1,0.168,40.3,2.46,48,0,2.0,0,46.3,1,1,88.2,focused_validation,none,0
CHG-02271,7,bugfix,functional_area_e,CMP-002,development,basic_checks,profile_extended,9,160,148,1,8.4,2,0.129,38.6,,50,0,2.0,1,84.3,2,2,64.1,expanded_validation,quality_regression,1
CHG-02272,7,bugfix,functional_area_b,CMP-004,development,broad_regression_checks,profile_standard,12,223,141,2,19.4,0,0.01,34.5,-4.1,53,1,1.0,0,27.3,5,2,56.3,broad_validation,none,0
CHG-02273,6,configuration,functional_area_a,CMP-016,hotfix,component_checks,profile_extended,9,184,133,2,19.4,0,0.314,20.4,-4.2,37,0,3.0,3,58.3,1,0,68.2,expanded_validation,none,0
CHG-02274,10,bugfix,functional_area_a,CMP-063,release_candidate,broad_regression_checks,profile_standard,7,127,113,1,20.7,1,0.254,53.8,2.38,38,1,1.0,1,69.1,3,1,56.8,broad_validation,none,0
CHG-02275,4,configuration,functional_area_a,CMP-008,development,readiness_review,profile_standard,134,1122,314,22,15.2,2,0.149,92.9,-1.8,527,1,1.0,3,58.3,4,1,21.7,readiness_review,insufficient_evidence,1
CHG-02276,9,bugfix,functional_area_c,CMP-008,development,integrated_checks,profile_dependency,12,223,129,2,38.9,0,0.225,37.6,-1.53,31,0,3.0,2,53.6,2,4,63.1,expanded_validation,quality_regression,1
CHG-02277,5,test,functional_area_e,CMP-003,development,integrated_checks,profile_standard,9,303,77,2,50.0,1,0.342,37.0,-1.86,34,0,1.0,2,56.3,2,0,72.8,expanded_validation,,0
CHG-02278,2,dependency,functional_area_a,CMP-037,release_candidate,broad_regression_checks,profile_distributed,11,181,137,3,10.2,0,0.208,58.2,4.01,50,0,2.0,1,53.7,3,1,77.7,expanded_validation,none,0
CHG-02279,8,dependency,functional_area_f,CMP-001,hotfix,basic_checks,profile_distributed,12,221,255,2,16.6,0,0.314,42.9,0.18,72,0,1.0,2,64.5,5,2,48.8,broad_validation,quality_regression,1
CHG-02280,14,configuration,functional_area_b,CMP-002,development,component_checks,profile_dependency,7,238,97,1,11.6,2,0.107,50.6,0.97,29,0,1.0,0,35.2,1,2,61.3,broad_validation,none,0
CHG-02281,16,bugfix,functional_area_b,CMP-001,development,integrated_checks,profile_standard,12,167,61,2,7.0,2,0.103,53.9,1.76,68,0,0.0,1,58.3,4,1,68.0,expanded_validation,none,0
CHG-02282,8,refactor,functional_area_b,CMP-002,development,broad_regression_checks,profile_standard,8,145,85,1,33.2,0,0.103,38.8,0.73,44,0,0.0,0,24.7,2,2,88.9,focused_validation,none,0
CHG-02283,7,test,functional_area_f,CMP-011,development,broad_regression_checks,profile_standard,124,559,912,20,8.2,0,0.147,71.1,-3.28,377,0,1.0,2,30.1,2,1,26.4,readiness_review,compatibility_issue,1
CHG-02284,16,configuration,functional_area_h,CMP-001,development,broad_regression_checks,profile_extended,12,117,131,2,32.2,1,0.34,45.0,-0.5,53,0,0.0,0,66.0,2,0,73.9,expanded_validation,none,0
CHG-02285,14,refactor,functional_area_d,CMP-001,development,integrated_checks,profile_standard,10,77,124,2,37.1,2,0.15,45.3,1.03,51,1,0.0,0,42.5,2,3,38.6,readiness_review,execution_context_issue,1
CHG-02286,17,refactor,functional_area_a,CMP-042,development,integrated_checks,profile_distributed,9,94,73,1,31.3,1,0.328,103.4,2.17,625,0,1.0,0,90.6,3,0,78.9,focused_validation,none,0
CHG-02287,19,refactor,functional_area_b,CMP-001,development,broad_regression_checks,profile_standard,9,181,111,2,31.6,1,0.184,37.8,2.22,53,1,1.0,2,44.5,3,2,62.3,expanded_validation,insufficient_evidence,1
CHG-02288,17,refactor,functional_area_a,CMP-012,hotfix,broad_regression_checks,profile_standard,9,214,133,2,28.9,2,0.229,31.3,-1.88,26,0,4.0,3,62.6,2,0,56.1,broad_validation,insufficient_evidence,1
CHG-02289,19,feature,functional_area_g,CMP-003,development,integrated_checks,profile_dependency,10,191,82,2,52.5,4,0.174,37.4,-0.08,54,1,5.0,0,73.0,3,3,26.7,readiness_review,execution_context_issue,1
CHG-02290,9,configuration,functional_area_a,CMP-064,development,readiness_review,profile_distributed,11,139,72,3,74.1,0,0.208,27.3,,58,0,2.0,1,67.6,2,0,81.2,focused_validation,,0
CHG-02291,8,configuration,functional_area_h,CMP-022,release_candidate,broad_regression_checks,profile_standard,10,216,67,2,38.8,0,0.356,76.1,,45,0,3.0,0,60.9,3,1,73.5,expanded_validation,none,0
CHG-02292,7,feature,functional_area_d,CMP-001,hotfix,integrated_checks,profile_extended,11,277,116,2,19.9,0,0.124,33.9,,80,1,1.0,3,68.5,2,0,41.1,readiness_review,execution_context_issue,1
CHG-02293,5,test,functional_area_d,CMP-064,development,basic_checks,profile_standard,126,1317,724,22,,2,0.265,87.3,-2.27,406,0,4.0,2,68.1,5,1,26.8,readiness_review,validation_issue,1
CHG-02294,15,configuration,functional_area_g,CMP-004,development,component_checks,profile_distributed,8,173,51,1,7.8,0,0.144,29.2,2.09,33,0,2.0,1,55.2,2,1,74.1,expanded_validation,none,0
CHG-02295,15,feature,functional_area_a,CMP-002,release_candidate,broad_regression_checks,profile_standard,10,281,119,2,65.6,1,0.07,64.7,-2.74,37,0,,2,58.6,2,4,23.8,readiness_review,insufficient_evidence,1
CHG-02296,17,test,functional_area_f,CMP-018,development,basic_checks,profile_standard,8,217,112,2,26.8,2,0.083,46.7,4.22,56,0,3.0,1,49.0,3,3,65.0,expanded_validation,validation_issue,1
CHG-02297,4,refactor,functional_area_a,CMP-023,development,component_checks,profile_standard,12,135,84,2,28.0,1,0.172,84.4,2.98,508,0,0.0,0,83.6,4,0,66.3,expanded_validation,none,0
CHG-02298,10,refactor,functional_area_g,CMP-002,development,integrated_checks,profile_standard,7,58,56,1,32.7,1,0.209,26.4,-4.34,43,0,1.0,0,47.0,1,3,46.0,broad_validation,none,0
CHG-02299,5,bugfix,functional_area_d,CMP-003,development,broad_regression_checks,profile_distributed,9,116,28,1,23.2,4,0.144,32.3,0.42,52,0,2.0,0,47.0,1,2,55.8,broad_validation,execution_context_issue,1
CHG-02300,18,test,functional_area_a,CMP-001,development,broad_regression_checks,profile_standard,10,158,139,1,36.6,2,0.151,39.3,-2.78,29,0,3.0,0,51.3,1,0,83.4,focused_validation,none,0
CHG-02301,6,bugfix,functional_area_g,CMP-011,release_candidate,broad_regression_checks,profile_standard,10,194,34,1,37.8,1,0.312,20.2,0.67,61,0,2.0,0,65.0,3,1,58.2,broad_validation,none,0
CHG-02302,3,configuration,functional_area_a,CMP-093,development,component_checks,profile_standard,17,242,71,3,40.9,1,0.147,29.6,-3.73,77,0,1.0,0,40.1,5,1,61.4,broad_validation,none,0
CHG-02303,12,feature,functional_area_a,CMP-004,development,basic_checks,profile_standard,12,100,190,2,11.6,1,0.118,19.8,2.38,57,0,0.0,2,77.5,2,2,53.5,broad_validation,compatibility_issue,1
CHG-02304,18,refactor,functional_area_f,CMP-118,development,integrated_checks,profile_extended,46,786,240,4,5.7,0,0.326,40.6,,234,0,3.0,0,46.2,3,1,69.7,expanded_validation,none,0
CHG-02305,19,refactor,functional_area_c,CMP-001,release_candidate,basic_checks,profile_standard,5,99,43,1,51.2,1,0.489,36.6,-1.41,14,0,0.0,0,72.0,3,2,51.4,broad_validation,none,0
CHG-02306,2,configuration,functional_area_g,CMP-036,development,integrated_checks,profile_distributed,6,196,214,1,,0,0.078,23.6,,22,0,1.0,0,78.3,2,2,78.7,focused_validation,none,0
CHG-02307,7,configuration,functional_area_e,CMP-078,release_candidate,readiness_review,profile_dependency,10,161,120,1,18.3,0,0.068,42.9,-3.61,33,1,,2,58.7,2,3,30.2,readiness_review,insufficient_evidence,1
CHG-02308,4,test,functional_area_e,CMP-019,development,integrated_checks,profile_standard,11,165,41,2,54.8,0,0.483,46.6,-1.55,21,0,0.0,0,58.5,3,1,73.4,expanded_validation,none,0
CHG-02309,7,refactor,functional_area_b,CMP-001,development,integrated_checks,profile_distributed,9,203,52,2,18.8,1,0.212,35.5,-0.75,56,0,3.0,1,32.5,4,2,76.6,expanded_validation,none,0
CHG-02310,11,bugfix,functional_area_a,CMP-003,hotfix,integrated_checks,profile_standard,6,161,149,1,17.5,1,0.393,27.2,-3.72,24,0,1.0,0,57.7,2,0,65.0,expanded_validation,none,0
CHG-02311,6,dependency,functional_area_h,CMP-001,release_candidate,broad_regression_checks,profile_standard,12,136,148,2,22.0,0,0.3,22.6,3.85,34,0,2.0,0,66.4,3,0,78.7,focused_validation,none,0
CHG-02312,2,refactor,functional_area_a,CMP-012,development,component_checks,profile_standard,9,100,124,2,19.7,1,0.286,37.3,-0.05,19,0,2.0,0,45.8,1,2,59.7,broad_validation,none,0
CHG-02313,11,dependency,functional_area_d,CMP-119,development,integrated_checks,profile_standard,8,194,59,2,20.0,0,0.057,31.3,2.81,26,0,2.0,0,64.3,4,1,73.5,expanded_validation,,0
CHG-02314,2,dependency,functional_area_b,CMP-004,development,basic_checks,profile_standard,7,116,126,1,48.1,1,0.057,29.6,-0.95,42,0,1.0,0,44.1,5,3,51.7,broad_validation,none,0
CHG-02315,5,dependency,functional_area_b,CMP-001,development,integrated_checks,profile_standard,6,159,109,2,68.3,0,0.23,28.9,-2.0,16,0,1.0,1,48.1,1,2,61.5,broad_validation,none,0
CHG-02316,1,refactor,functional_area_d,CMP-002,development,component_checks,profile_distributed,12,363,13,3,15.6,1,0.039,50.7,0.17,49,0,2.0,1,42.3,2,0,78.8,focused_validation,none,0
CHG-02317,2,configuration,functional_area_f,CMP-010,hotfix,integrated_checks,profile_extended,11,286,52,2,31.9,0,0.137,54.4,2.05,50,1,0.0,0,88.1,4,1,45.2,broad_validation,compatibility_issue,1
CHG-02318,9,feature,functional_area_f,CMP-010,release_candidate,broad_regression_checks,profile_dependency,12,155,119,2,20.3,0,0.147,135.5,-2.6,766,0,2.0,1,61.2,1,5,20.0,readiness_review,execution_context_issue,1
CHG-02319,18,configuration,functional_area_g,CMP-002,development,basic_checks,profile_standard,11,213,80,1,57.9,1,0.047,15.8,0.38,43,0,1.0,1,42.0,4,1,70.7,expanded_validation,none,0
CHG-02320,16,refactor,functional_area_b,CMP-027,development,integrated_checks,profile_extended,10,123,78,1,38.7,0,0.269,47.2,-1.81,28,0,1.0,0,38.4,5,2,88.9,focused_validation,execution_context_issue,0
CHG-02321,2,configuration,functional_area_c,CMP-001,development,basic_checks,profile_standard,13,180,127,2,32.4,0,0.176,30.2,-5.58,80,1,4.0,0,34.9,1,2,51.0,broad_validation,,0
CHG-02322,1,test,functional_area_a,CMP-013,development,component_checks,profile_extended,6,101,61,2,46.8,1,0.059,21.7,-0.83,22,1,1.0,1,63.3,1,0,57.7,broad_validation,,0
CHG-02323,7,feature,functional_area_f,CMP-005,development,basic_checks,profile_standard,6,114,87,1,54.5,0,0.337,38.0,-0.02,49,0,0.0,1,51.0,3,2,60.9,broad_validation,none,0
CHG-02324,14,bugfix,functional_area_b,CMP-001,hotfix,basic_checks,profile_dependency,10,106,106,3,46.1,2,0.333,63.4,-0.58,36,0,1.0,1,100.0,2,3,32.1,readiness_review,validation_issue,1
CHG-02325,15,configuration,functional_area_d,CMP-014,release_candidate,readiness_review,profile_dependency,76,882,323,9,45.1,2,0.215,55.7,-2.27,223,0,3.0,3,55.5,4,2,13.3,readiness_review,compatibility_issue,1
CHG-02326,17,bugfix,functional_area_a,CMP-018,development,readiness_review,profile_standard,7,64,55,1,73.1,1,0.18,39.2,,26,0,1.0,2,27.4,1,1,76.7,expanded_validation,none,0
CHG-02327,7,feature,functional_area_f,CMP-005,release_candidate,broad_regression_checks,profile_extended,13,151,91,4,40.4,1,0.18,13.5,-1.65,18,0,3.0,0,60.8,1,0,57.8,broad_validation,none,0
CHG-02328,4,feature,functional_area_f,CMP-036,development,integrated_checks,profile_extended,6,132,141,1,17.9,1,0.314,35.5,,38,1,4.0,1,88.4,6,1,62.4,expanded_validation,none,0
CHG-02329,1,test,functional_area_g,CMP-007,release_candidate,broad_regression_checks,profile_extended,16,343,145,2,34.6,0,0.056,44.9,-1.23,50,0,5.0,0,69.8,2,0,73.4,expanded_validation,validation_issue,0
CHG-02330,3,bugfix,functional_area_a,CMP-002,development,broad_regression_checks,profile_standard,11,222,99,3,24.0,1,0.192,32.2,1.9,97,0,2.0,0,50.9,3,0,82.9,focused_validation,none,0
CHG-02331,2,feature,functional_area_h,CMP-091,development,integrated_checks,profile_extended,9,197,111,1,70.4,0,0.403,31.5,-3.36,71,0,1.0,3,43.7,4,0,85.9,focused_validation,none,0
CHG-02332,18,feature,functional_area_b,CMP-086,development,basic_checks,profile_distributed,10,146,262,2,,3,0.143,60.9,-0.21,54,0,4.0,0,47.0,1,2,47.3,broad_validation,execution_context_issue,1
CHG-02333,6,bugfix,functional_area_b,CMP-001,development,integrated_checks,profile_standard,8,166,104,2,25.8,0,0.138,34.0,0.8,51,0,3.0,0,71.3,1,2,67.4,expanded_validation,none,0
CHG-02334,17,feature,functional_area_b,CMP-087,development,readiness_review,profile_standard,14,98,240,2,28.6,1,0.22,34.3,2.87,36,0,1.0,0,38.7,2,0,91.1,focused_validation,validation_issue,0
CHG-02335,12,refactor,functional_area_b,CMP-032,development,component_checks,profile_standard,12,157,146,3,36.9,1,0.092,31.7,-1.74,63,0,0.0,0,52.6,3,2,57.4,broad_validation,none,0
CHG-02336,11,test,functional_area_d,CMP-001,release_candidate,component_checks,profile_dependency,11,132,80,2,21.0,0,0.28,104.4,2.37,613,0,4.0,0,66.4,1,2,63.9,expanded_validation,none,0
CHG-02337,10,feature,functional_area_b,CMP-008,release_candidate,component_checks,profile_standard,13,141,83,2,21.0,1,0.109,25.6,0.75,57,1,1.0,1,64.2,4,1,51.1,broad_validation,validation_issue,1
CHG-02338,17,configuration,functional_area_c,CMP-001,development,component_checks,profile_standard,9,49,57,2,17.7,0,0.179,24.7,3.92,75,0,4.0,0,47.1,1,1,99.0,focused_validation,none,0
CHG-02339,1,feature,functional_area_e,CMP-011,development,broad_regression_checks,profile_standard,13,289,93,2,66.3,0,0.063,37.0,-4.01,85,0,2.0,0,28.8,5,2,60.0,broad_validation,none,0
CHG-02340,2,bugfix,functional_area_g,CMP-080,release_candidate,component_checks,profile_distributed,9,194,67,2,43.7,0,0.128,51.9,0.33,54,0,1.0,1,67.5,5,1,75.6,expanded_validation,none,0
